motif_name,motif_idx,sequence_name,start,end,strand,score,p-value,q-value,test_idx
pos_patterns.pattern_2,2,2,166,181,+,9.835820945105972,0.0002366220578551291,0.000981754623353481,348462
neg_patterns.pattern_1,9,2,29,54,-,8.344305377112756,0.00015724941119810157,0.00035495120440798934,348462
pos_patterns.pattern_4,4,2,47,62,+,8.146575758328133,0.0006270706653594959,0.000986068029152721,348462
pos_patterns.pattern_4,4,2,178,193,-,7.425018970479964,0.0008989330381155024,0.000986068029152721,348462
pos_patterns.pattern_4,4,2,127,142,+,7.350389868971023,0.0009443191811442364,0.000986068029152721,348462
pos_patterns.pattern_6,6,2,137,152,-,6.542935895314113,0.0005569206550717357,0.0009065760010532274,348462
pos_patterns.pattern_6,6,7,95,110,+,10.369661758313537,0.00010167900472879423,0.0007892865835437714,142980
pos_patterns.pattern_1,1,7,113,128,-,10.329618783707117,0.0001504775136709211,0.0008710976069172222,142980
pos_patterns.pattern_6,6,7,140,155,+,9.117214217755432,0.0001868568360805516,0.0008357884583331792,142980
pos_patterns.pattern_3,3,31,93,133,-,8.262764933106212,0.00039158721284747,0.0007825577529188023,156458
pos_patterns.pattern_2,2,31,152,167,+,6.982613376628279,0.0009032683447003361,0.000981754623353481,156458
pos_patterns.pattern_2,2,31,66,81,-,6.794454746676396,0.000981754623353481,0.000981754623353481,156458
pos_patterns.pattern_0,0,32,198,213,+,11.22421224779173,6.171874701976775e-05,0.0009937761351466183,319235
pos_patterns.pattern_3,3,32,23,63,+,10.295942972603296,9.562579831094885e-05,0.0005553736295496304,319235
neg_patterns.pattern_1,9,32,58,83,-,10.248172727480316,6.09804477145204e-05,0.00021238479882088615,319235
pos_patterns.pattern_6,6,32,222,237,+,8.94723742786735,0.00020552612841129346,0.0008366985612464992,319235
neg_patterns.pattern_1,9,32,170,195,-,8.890848878072303,0.0001234709066872953,0.0003107349941913937,319235
neg_patterns.pattern_1,9,45,88,113,-,15.742280943859663,2.3358750365076794e-06,3.621917645343363e-05,378294
pos_patterns.pattern_7,7,45,57,77,+,9.65132365162718,0.00018967934465763376,0.0009429871488464413,378294
